ID	TCGA-DD-AACL_Stage_I	TCGA-WJ-A86L_Stage_I	TCGA-EP-A2KC_Stage_I	TCGA-K7-A5RF_Stage_I	TCGA-G3-AAUZ_Stage_I	TCGA-DD-AAD1_Stage_I	TCGA-BD-A3EP_Stage_I	TCGA-DD-AAE6_Stage_I	TCGA-DD-AADJ_Stage_I	TCGA-DD-AAVZ_Stage_I	TCGA-2Y-A9GX_Stage_I	TCGA-DD-A1EG_Stage_I	TCGA-DD-AAE2_Stage_I	TCGA-XR-A8TC_Stage_I	TCGA-FV-A2QR_Stage_I	TCGA-DD-AAD2_Stage_I	TCGA-FV-A2QQ_Stage_I	TCGA-K7-A6G5_Stage_I	TCGA-DD-A4NN_Stage_I	TCGA-2Y-A9HB_Stage_I	TCGA-ED-A7PX_Stage_II	TCGA-DD-AACH_Stage_II	TCGA-ZS-A9CD_Stage_II	TCGA-5R-AA1C_Stage_II	TCGA-FV-A3I0_Stage_II	TCGA-ED-A5KG_Stage_II	TCGA-CC-5258_Stage_II	TCGA-DD-AAVU_Stage_II	TCGA-4R-AA8I_Stage_II	TCGA-KR-A7K7_Stage_II	TCGA-K7-AAU7_Stage_II	TCGA-5C-A9VG_Stage_II	TCGA-UB-A7MA_Stage_II	TCGA-CC-A9FS_Stage_II	TCGA-DD-A1EH_Stage_III	TCGA-DD-A39W_Stage_III	TCGA-CC-A7IE_Stage_III	TCGA-BC-4073_Stage_III	TCGA-CC-A7IH_Stage_III	TCGA-CC-A3MA_Stage_III	TCGA-BC-A216_Stage_III	TCGA-CC-A7II_Stage_III	TCGA-ED-A82E_Stage_III	TCGA-LG-A9QD_Stage_III	TCGA-DD-A4NE_Stage_III	TCGA-G3-A25T_Stage_III	TCGA-ED-A7XO_Stage_III	TCGA-BW-A5NP_Stage_IV	TCGA-DD-A119_Stage_IV	TCGA-DD-A1EK_Stage_IV
ENSG00000200354.1	0.537511	0.460328	0.302854	0.207336	0.389312	0.525674	0.891176	0.693958	0.399621	1.24156	0.379001	0.590203	0.368568	0.358322	0.347782	0.337279	0.326433	0.315289	0.40952	0.290055	0.770886	0.275975	0.261445	0.245435	0.228013	0.843392	0.562733	0.716821	0.18062	0.14017	0.954474	0.67318	0.742137	0.654249	0.503	0.491665	0.481051	0.576442	0.549614	0.636973	0.620653	1.04737	0.450064	0.440182	0.430005	0.605151	0.419501	0.470334	0.514144	0.803987
ENSG00000276685.1	1.24156	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.337279	0.620653	0.954474	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	1.04737	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334
ENSG00000214211.2	0.440182	0.419501	0.40952	0.843392	0.399621	1.04737	0.389312	0.379001	0.368568	0.358322	0.347782	0.337279	0.326433	0.430005	0.302854	0.290055	0.803987	0.275975	0.261445	0.245435	0.228013	0.207336	0.891176	0.18062	1.24156	0.954474	0.693958	0.14017	0.315289	0.562733	0.576442	0.67318	0.605151	0.620653	0.636973	0.654249	0.549614	0.537511	0.590203	0.514144	0.742137	0.770886	0.503	0.491665	0.481051	0.716821	0.470334	0.460328	0.450064	0.525674
ENSG00000261652.2	0.337279	0.481051	0.430005	0.419501	0.228013	0.470334	0.514144	0.18062	0.207336	0.315289	0.460328	0.347782	0.326433	0.14017	0.620653	0.40952	0.537511	0.491665	0.399621	0.742137	0.693958	0.67318	0.450064	0.716821	1.24156	0.803987	0.275975	0.290055	0.843392	0.245435	0.654249	0.261445	0.549614	0.302854	0.590203	0.389312	0.379001	0.576442	0.358322	1.04737	0.770886	0.368568	0.954474	0.525674	0.562733	0.891176	0.636973	0.605151	0.440182	0.503
ENSG00000261675.1	0.337279	0.450064	0.440182	0.891176	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.770886	0.803987	0.742137	0.716821	1.04737	0.693958	0.67318	0.654249	0.636973	0.620653	0.605151	0.590203	0.576442	0.562733	1.24156	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.843392	0.470334	0.954474
ENSG00000266306.1	0.514144	0.954474	0.693958	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	1.04737	0.337279	0.803987	0.440182	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	1.24156	0.326433	0.891176	0.636973	0.620653	0.843392	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.67318	0.770886	0.716821	0.742137	0.503	0.491665	0.481051	0.470334	0.460328	0.450064	0.525674	0.654249
ENSG00000265946.1	0.337279	0.460328	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.470334	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.620653	1.04737	0.954474	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	1.24156	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051
ENSG00000276538.1	0.450064	0.430005	0.742137	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.337279	0.440182	0.315289	0.302854	0.290055	0.275975	0.693958	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	1.04737	0.716821	0.326433	0.770886	0.803987	0.636973	0.620653	0.605151	0.590203	0.954474	0.891176	0.843392	0.576442	0.654249	0.549614	0.537511	0.525674	0.514144	1.24156	0.503	0.491665	0.481051	0.470334	0.460328	0.67318	0.562733
ENSG00000111218.10	0.14017	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.770886	0.368568	0.358322	0.347782	0.337279	0.440182	0.843392	0.315289	0.302854	0.290055	0.742137	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.891176	0.549614	0.803987	0.326433	0.636973	0.562733	0.576442	0.590203	0.605151	0.620653	0.654249	0.537511	0.525674	0.67318	0.716821	1.24156	1.04737	0.954474	0.693958	0.514144	0.503	0.491665	0.481051	0.470334	0.460328	0.450064
ENSG00000252132.1	0.14017	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.337279	0.450064	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.803987	0.891176	0.207336	1.24156	0.18062	0.549614	0.326433	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	0.605151	0.590203	0.576442	0.562733	0.742137	0.954474	0.537511	0.525674	0.514144	0.503	0.491665	1.04737	0.481051	0.843392	0.770886	0.470334	0.460328
ENSG00000237312.1	0.337279	0.460328	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.470334	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.605151	0.843392	0.803987	0.770886	0.742137	1.04737	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	0.954474	0.891176	0.590203	0.576442	1.24156	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051
ENSG00000200142.1	0.337279	0.460328	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.470334	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.891176	0.954474	0.843392	0.803987	0.770886	0.742137	1.24156	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	1.04737	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051
ENSG00000227824.1	0.460328	1.24156	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.337279	0.450064	0.315289	0.302854	0.290055	0.275975	0.954474	1.04737	0.261445	0.891176	0.245435	0.228013	0.207336	0.18062	0.14017	0.326433	0.803987	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	0.605151	0.843392	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334	0.770886
ENSG00000230298.1	0.337279	0.460328	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.470334	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.620653	1.04737	0.954474	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	1.24156	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051
ENSG00000248753.1	0.14017	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	1.04737	0.954474	0.228013	0.207336	0.18062	0.620653	0.337279	0.843392	1.24156	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	0.891176	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334
ENSG00000197905.7	0.503	0.245435	0.275975	0.337279	0.358322	0.654249	0.562733	0.207336	0.450064	0.347782	0.537511	0.430005	0.315289	0.40952	0.491665	0.716821	0.419501	0.399621	0.460328	0.326433	0.843392	0.368568	0.514144	0.14017	0.891176	0.605151	0.67318	0.228013	0.261445	0.770886	0.525674	0.636973	0.693958	0.470334	0.590203	0.18062	0.742137	0.302854	0.290055	1.24156	0.379001	0.954474	0.803987	0.620653	0.576442	1.04737	0.440182	0.549614	0.481051	0.389312
ENSG00000234688.1	0.337279	0.460328	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.470334	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.891176	0.954474	0.843392	0.803987	0.770886	0.742137	0.716821	1.04737	0.693958	0.67318	0.654249	0.636973	0.620653	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	1.24156
ENSG00000233508.2	0.14017	0.450064	0.440182	0.430005	0.419501	0.954474	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.843392	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.562733	0.337279	0.742137	0.891176	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	0.605151	0.590203	0.803987	0.576442	0.770886	0.549614	1.24156	1.04737	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334
ENSG00000235967.1	0.460328	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.337279	0.450064	0.315289	0.302854	0.290055	0.275975	0.261445	0.954474	0.245435	0.228013	0.891176	0.207336	0.18062	0.14017	1.24156	0.326433	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	1.04737	0.654249	0.636973	0.620653	0.843392	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334	0.605151
ENSG00000198384.8	0.716821	1.24156	0.525674	0.491665	0.275975	0.326433	0.803987	0.605151	0.379001	0.40952	0.419501	0.537511	0.843392	0.562733	0.358322	0.14017	0.18062	0.207336	0.228013	0.245435	0.261445	0.954474	0.290055	0.302854	0.315289	0.67318	0.742137	0.337279	0.620653	0.576442	0.347782	0.590203	0.460328	0.368568	0.693958	0.514144	0.503	1.04737	0.481051	0.470334	0.891176	0.450064	0.549614	0.440182	0.430005	0.654249	0.636973	0.399621	0.389312	0.770886
ENSG00000248359.1	0.693958	1.24156	0.389312	0.716821	0.40952	0.605151	0.430005	0.562733	0.843392	0.379001	0.326433	0.245435	0.891176	0.18062	1.04737	0.14017	0.549614	0.742137	0.770886	0.636973	0.207336	0.228013	0.590203	0.261445	0.275975	0.290055	0.302854	0.315289	0.67318	0.337279	0.347782	0.358322	0.368568	0.450064	0.954474	0.503	0.491665	0.481051	0.470334	0.460328	0.803987	0.537511	0.514144	0.440182	0.654249	0.419501	0.620653	0.525674	0.399621	0.576442
ENSG00000216853.1	0.337279	0.460328	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.470334	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.620653	1.04737	0.954474	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	1.24156	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051
ENSG00000254412.1	0.337279	0.460328	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.470334	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.605151	0.843392	0.803987	0.770886	1.24156	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	0.954474	0.891176	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	1.04737	0.514144	0.503	0.491665	0.481051
ENSG00000252906.1	0.14017	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.891176	0.347782	0.337279	0.450064	0.315289	0.302854	0.290055	0.275975	0.261445	0.803987	1.04737	0.245435	0.228013	0.207336	0.18062	0.742137	0.326433	0.954474	0.716821	0.693958	0.67318	0.654249	0.636973	0.605151	0.590203	0.576442	0.770886	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.843392	0.470334	0.460328	0.562733	0.620653	1.24156
ENSG00000107954.9	0.803987	0.590203	0.261445	0.358322	0.275975	0.470334	0.491665	0.368568	0.399621	0.770886	0.315289	0.503	0.14017	0.576442	0.18062	0.460328	0.389312	0.302854	0.430005	0.40952	0.379001	0.620653	0.326433	0.207336	0.954474	0.636973	0.716821	0.337279	0.481051	0.843392	0.537511	0.525674	0.514144	0.419501	0.654249	0.228013	0.562733	0.440182	0.245435	0.742137	0.693958	1.24156	0.891176	0.67318	0.347782	1.04737	0.450064	0.549614	0.605151	0.290055
ENSG00000228431.1	0.450064	0.430005	0.419501	0.40952	0.399621	0.954474	0.389312	0.379001	0.368568	0.843392	0.358322	0.347782	0.337279	0.440182	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.742137	0.207336	0.18062	0.14017	0.891176	0.716821	0.326433	0.654249	0.590203	1.04737	0.605151	0.620653	0.636973	0.693958	0.67318	0.562733	0.549614	0.770886	1.24156	0.537511	0.803987	0.525674	0.514144	0.503	0.491665	0.481051	0.470334	0.460328	0.576442
ENSG00000235378.2	0.337279	0.450064	0.440182	1.24156	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.891176	0.954474	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	0.605151	1.04737	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334
ENSG00000228664.1	0.337279	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	1.24156	0.228013	0.207336	0.18062	0.14017	0.620653	0.954474	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	1.04737	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334
ENSG00000278905.1	0.337279	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	1.24156	0.207336	0.18062	0.14017	0.620653	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	1.04737	0.67318	0.654249	0.636973	0.954474	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334
ENSG00000261432.1	0.337279	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	1.04737	0.245435	0.228013	0.207336	0.18062	0.14017	0.605151	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	0.954474	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	1.24156	0.514144	0.503	0.491665	0.481051	0.470334
ENSG00000250342.1	0.450064	0.18062	0.891176	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.337279	0.440182	0.315289	0.302854	0.290055	0.275975	0.770886	0.803987	0.261445	0.245435	0.228013	0.954474	0.207336	1.24156	0.562733	0.14017	0.326433	0.693958	0.67318	0.654249	0.636973	0.620653	0.605151	0.590203	0.576442	0.716821	0.549614	0.537511	0.525674	0.514144	0.742137	0.503	0.843392	0.491665	0.481051	0.470334	0.460328	1.04737
ENSG00000175485.2	0.18062	0.440182	0.430005	0.419501	0.40952	1.24156	0.399621	0.389312	0.379001	0.368568	1.04737	0.358322	0.347782	0.891176	0.954474	0.337279	0.450064	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.770886	0.14017	0.326433	0.803987	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.843392	0.514144	0.503	0.491665	0.481051	0.470334	0.460328
ENSG00000226348.1	0.14017	0.450064	0.843392	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	1.04737	0.245435	0.228013	0.207336	0.18062	0.562733	0.337279	0.742137	1.24156	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	0.605151	0.590203	0.576442	0.770886	0.954474	0.549614	0.891176	0.537511	0.525674	0.514144	0.803987	0.503	0.491665	0.481051	0.470334
ENSG00000090554.11	0.491665	0.742137	0.470334	0.654249	0.843392	0.693958	0.954474	0.326433	0.440182	0.275975	0.716821	0.562733	0.605151	0.228013	0.18062	0.514144	0.549614	0.525674	0.419501	0.67318	0.399621	0.620653	0.537511	0.261445	0.481051	1.24156	0.337279	0.576442	0.347782	0.891176	0.302854	0.315289	0.636973	0.358322	0.207336	0.245435	0.379001	0.430005	0.450064	0.368568	0.803987	0.389312	0.770886	0.40952	0.503	1.04737	0.460328	0.14017	0.590203	0.290055
ENSG00000266166.2	0.337279	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	1.24156	0.207336	0.18062	0.14017	0.620653	0.954474	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	1.04737	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334
ENSG00000278405.1	0.337279	0.460328	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.470334	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.803987	0.891176	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	0.605151	0.843392	0.576442	0.562733	1.04737	0.537511	0.954474	0.514144	0.503	0.491665	0.481051	0.590203	0.525674	0.549614	1.24156
ENSG00000240163.1	0.620653	0.843392	0.693958	0.419501	0.40952	1.24156	0.399621	0.389312	0.379001	0.368568	0.803987	0.358322	0.347782	0.337279	0.326433	0.430005	0.302854	0.290055	0.716821	0.275975	0.261445	0.245435	0.228013	0.207336	0.770886	0.18062	0.14017	0.315289	0.954474	0.742137	1.04737	0.636973	0.891176	0.605151	0.590203	0.576442	0.562733	0.67318	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334	0.460328	0.450064	0.440182	0.549614	0.654249
ENSG00000200227.1	0.337279	0.460328	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.470334	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.605151	0.954474	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	1.04737	0.590203	0.576442	0.562733	0.549614	0.537511	1.24156	0.525674	0.514144	0.503	0.491665	0.481051
ENSG00000273872.1	0.337279	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.954474	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.843392	0.891176	0.803987	1.24156	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	0.605151	1.04737	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334
ENSG00000254670.1	0.460328	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.337279	0.450064	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.326433	0.843392	1.04737	1.24156	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	0.605151	0.770886	0.590203	0.954474	0.742137	0.562733	0.549614	0.891176	0.537511	0.803987	0.525674	0.514144	0.503	0.491665	0.481051	0.470334	0.576442
ENSG00000149292.15	0.460328	0.245435	0.399621	0.514144	0.491665	0.716821	0.605151	0.440182	0.770886	0.347782	0.40952	0.379001	0.261445	0.358322	0.290055	0.470334	0.368568	0.18062	0.315289	0.693958	0.67318	0.954474	0.326433	0.654249	0.503	0.803987	0.337279	0.636973	0.742137	0.207336	0.620653	0.389312	0.228013	0.275975	0.562733	0.430005	0.302854	0.481051	0.537511	0.843392	0.590203	0.891176	1.24156	0.576442	0.525674	1.04737	0.419501	0.450064	0.549614	0.14017
ENSG00000219361.1	0.491665	0.716821	0.514144	0.654249	0.14017	0.770886	0.891176	0.261445	0.290055	0.40952	0.693958	0.389312	0.379001	0.620653	0.368568	0.358322	0.347782	0.337279	0.326433	0.636973	0.315289	0.399621	0.742137	0.275975	0.67318	1.24156	0.590203	0.245435	0.228013	0.207336	0.18062	1.04737	0.302854	0.576442	0.803987	0.549614	0.537511	0.525674	0.954474	0.503	0.843392	0.481051	0.470334	0.460328	0.450064	0.440182	0.430005	0.605151	0.419501	0.562733
ENSG00000237835.1	0.337279	0.460328	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.470334	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.620653	0.954474	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	1.24156	1.04737	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051
ENSG00000263820.1	0.337279	0.450064	1.24156	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.605151	0.954474	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	1.04737	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334
ENSG00000248242.1	0.14017	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.803987	0.379001	0.368568	0.358322	0.347782	0.460328	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.843392	0.228013	0.207336	0.18062	0.742137	0.337279	0.770886	0.954474	0.716821	1.24156	0.693958	0.67318	0.654249	0.636973	0.620653	0.605151	1.04737	0.891176	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334
ENSG00000233533.1	0.337279	0.460328	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.470334	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.620653	0.954474	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	1.24156	1.04737	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051
ENSG00000249400.1	1.04737	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.891176	0.358322	0.347782	0.843392	0.337279	0.450064	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.954474	0.207336	0.18062	0.562733	0.14017	0.326433	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	0.620653	0.605151	0.590203	0.576442	0.803987	0.549614	1.24156	0.537511	0.525674	0.514144	0.503	0.491665	0.481051	0.470334	0.460328
ENSG00000237297.1	0.337279	0.460328	0.450064	0.440182	0.430005	0.419501	0.40952	0.399621	0.389312	0.379001	0.368568	0.358322	0.347782	0.470334	0.326433	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.14017	0.620653	1.04737	0.954474	0.891176	0.843392	0.803987	0.770886	0.742137	0.716821	0.693958	0.67318	0.654249	0.636973	1.24156	0.605151	0.590203	0.576442	0.562733	0.549614	0.537511	0.525674	0.514144	0.503	0.491665	0.481051
ENSG00000261444.1	0.450064	0.430005	0.419501	0.40952	0.399621	0.389312	1.04737	0.379001	1.24156	0.368568	0.891176	0.358322	0.347782	0.803987	0.337279	0.440182	0.315289	0.302854	0.290055	0.275975	0.261445	0.245435	0.228013	0.207336	0.18062	0.954474	0.14017	0.326433	0.576442	0.590203	0.605151	0.620653	0.636973	0.654249	0.67318	0.693958	0.742137	0.562733	0.549614	0.537511	0.716821	0.843392	0.514144	0.503	0.491665	0.770886	0.481051	0.470334	0.460328	0.525674
